analysis,stage,feature_family,weighting,estimand,estimate,ci_low,ci_high,valid_bootstraps,n_labs,n_participants,n_positive,n_negative,n_within_pairs
eeg_model,REM,Temporal irreversibility,participant_equal,site_macro,0.5544698701619183,0.4679120772139368,0.6399316309881096,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,participant_equal,within_pair_weighted,0.5713663174891409,0.45755532214595995,0.6811728206446133,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,participant_equal,site_macro_fold_conditioned,0.5948449714864196,0.5164944848157789,0.6697266807307657,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,participant_equal,within_pair_weighted_fold_conditioned,0.6038835002639068,0.48662110842616774,0.7092824099158894,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,record,pooled,0.6868233913283623,0.6105062023017596,0.7668108259410044,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,record,site_macro,0.301100653179116,0.2734633796902945,0.35745597204122154,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,record,within_pair_weighted,0.3712707182320442,0.3227237697261527,0.42572159856445413,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,record,site_macro_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,record,within_pair_weighted_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,participant_equal,pooled,0.6009327628503643,0.5368283337752148,0.663383143868308,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,participant_equal,site_macro,0.3002239010610415,0.2687307747249891,0.35172564449258,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,participant_equal,within_pair_weighted,0.3194145520036659,0.28752098458198344,0.3558575419844337,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,participant_equal,site_macro_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_record_prevalence,REM,No EEG features,participant_equal,within_pair_weighted_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,record,pooled,0.6886202016017676,0.6125852127110043,0.7684721575567344,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,record,site_macro,0.30033755523596284,0.2768488478074123,0.3602035126303649,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,record,within_pair_weighted,0.37433241252302024,0.324715042329028,0.4270543080398675,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,record,site_macro_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,record,within_pair_weighted_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,participant_equal,pooled,0.6080345321700726,0.5404039544473556,0.6711674690437461,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,participant_equal,site_macro,0.2932190298360228,0.26845210262404356,0.3483306357046542,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,participant_equal,within_pair_weighted,0.3161747397619929,0.2859455293884665,0.352410660181012,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,participant_equal,site_macro_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
site_only_participant_prevalence,REM,No EEG features,participant_equal,within_pair_weighted_fold_conditioned,0.5,0.5,0.5,2000,4,87,284,51,4344
sensitivity_rem_excluding_turku,REM,Catch22 filtered (adapted),record,pooled,0.5604166666666666,0.49453564197097377,0.638053571589005,2000,3,69,162,48,3978
sensitivity_rem_excluding_turku,REM,Catch22 filtered (adapted),record,site_macro,0.5563728382540756,0.4751361717742621,0.6403507156559196,2000,3,69,162,48,3978
